id_client,semana,predicciones,probabilidad,tipo_alerta
820013,2024-06-10,1.0,0.654,riesgo
819570,2024-06-24,1.0,0.654,riesgo
802017,2024-06-17,1.0,0.654,riesgo
12770,2024-06-17,1.0,0.654,riesgo
171168,2024-06-24,1.0,0.654,riesgo
185752,2024-06-03,1.0,0.654,riesgo
161714,2024-06-17,1.0,0.654,riesgo
810010,2024-06-17,1.0,0.654,riesgo
175262,2024-06-17,1.0,0.654,riesgo
170755,2024-06-03,1.0,0.654,riesgo
84186,2024-06-24,1.0,0.654,riesgo
811555,2024-06-24,1.0,0.654,riesgo
185823,2024-06-24,1.0,0.654,riesgo
181285,2024-06-03,1.0,0.654,riesgo
779921,2024-06-24,1.0,0.654,riesgo
12689,2024-06-24,1.0,0.654,riesgo
800328,2024-06-03,1.0,0.654,riesgo
166835,2024-06-24,1.0,0.654,riesgo
811057,2024-06-10,1.0,0.654,riesgo
134951,2024-06-10,1.0,0.654,riesgo
785167,2024-06-03,1.0,0.654,riesgo
47007,2024-06-17,1.0,0.654,riesgo
101278,2024-06-03,1.0,0.654,riesgo
756384,2024-06-17,1.0,0.654,riesgo
799190,2024-06-10,1.0,0.654,riesgo
37200,2024-06-10,1.0,0.654,riesgo
792762,2024-06-24,1.0,0.654,riesgo
161609,2024-06-17,1.0,0.654,riesgo
135814,2024-06-24,1.0,0.654,riesgo
1049,2024-06-17,1.0,0.654,riesgo
186528,2024-06-17,1.0,0.654,riesgo
40172,2024-06-17,1.0,0.654,riesgo
169650,2024-06-17,1.0,0.654,riesgo
188353,2024-06-03,1.0,0.654,riesgo
738227,2024-06-24,1.0,0.654,riesgo
819877,2024-06-10,1.0,0.654,riesgo
820015,2024-06-17,1.0,0.654,riesgo
137434,2024-06-17,1.0,0.654,riesgo
818809,2024-06-10,1.0,0.655,riesgo
819868,2024-06-03,1.0,0.655,riesgo
175227,2024-06-17,1.0,0.655,riesgo
170722,2024-06-24,1.0,0.655,riesgo
192536,2024-06-24,1.0,0.655,riesgo
170632,2024-06-10,1.0,0.655,riesgo
192482,2024-06-03,1.0,0.655,riesgo
164427,2024-06-10,1.0,0.655,riesgo
179473,2024-06-10,1.0,0.655,riesgo
63103,2024-06-17,1.0,0.655,riesgo
119657,2024-06-17,1.0,0.655,riesgo
806976,2024-06-03,1.0,0.655,riesgo
167043,2024-06-10,1.0,0.655,riesgo
1222,2024-06-10,1.0,0.655,riesgo
795596,2024-06-10,1.0,0.655,riesgo
9032,2024-06-10,1.0,0.655,riesgo
754095,2024-06-24,1.0,0.655,riesgo
9807,2024-06-17,1.0,0.655,riesgo
719689,2024-06-24,1.0,0.655,riesgo
819732,2024-06-17,1.0,0.655,riesgo
819866,2024-06-17,1.0,0.655,riesgo
191516,2024-06-10,1.0,0.655,riesgo
820048,2024-06-24,1.0,0.655,riesgo
181859,2024-06-03,1.0,0.655,riesgo
818122,2024-06-24,1.0,0.655,riesgo
9833,2024-06-10,1.0,0.655,riesgo
68113,2024-06-10,1.0,0.655,riesgo
22637,2024-06-03,1.0,0.655,riesgo
118155,2024-06-24,1.0,0.655,riesgo
818836,2024-06-17,1.0,0.655,riesgo
815361,2024-06-24,1.0,0.655,riesgo
816069,2024-06-10,1.0,0.655,riesgo
809889,2024-06-10,1.0,0.655,riesgo
173232,2024-06-03,1.0,0.655,riesgo
167958,2024-06-24,1.0,0.656,riesgo
175487,2024-06-24,1.0,0.656,riesgo
765557,2024-06-10,1.0,0.656,riesgo
178638,2024-06-24,1.0,0.656,riesgo
820058,2024-06-17,1.0,0.656,riesgo
184951,2024-06-17,1.0,0.656,riesgo
775774,2024-06-03,1.0,0.656,riesgo
93709,2024-06-24,1.0,0.656,riesgo
819225,2024-06-17,1.0,0.656,riesgo
175444,2024-06-03,1.0,0.656,riesgo
124839,2024-06-17,1.0,0.656,riesgo
818182,2024-06-10,1.0,0.656,riesgo
192004,2024-06-24,1.0,0.656,riesgo
812887,2024-06-10,1.0,0.656,riesgo
186575,2024-06-10,1.0,0.656,riesgo
739367,2024-06-03,1.0,0.656,riesgo
53089,2024-06-17,1.0,0.656,riesgo
814164,2024-06-10,1.0,0.656,riesgo
180370,2024-06-17,1.0,0.656,riesgo
159506,2024-06-10,1.0,0.656,riesgo
191144,2024-06-17,1.0,0.656,riesgo
8923,2024-06-24,1.0,0.656,riesgo
176433,2024-06-24,1.0,0.656,riesgo
184391,2024-06-03,1.0,0.656,riesgo
177914,2024-06-17,1.0,0.656,riesgo
189481,2024-06-03,1.0,0.656,riesgo
813480,2024-06-03,1.0,0.656,riesgo
815416,2024-06-24,1.0,0.656,riesgo
172427,2024-06-10,1.0,0.656,riesgo
816045,2024-06-03,1.0,0.656,riesgo
52243,2024-06-24,1.0,0.656,riesgo
186774,2024-06-03,1.0,0.656,riesgo
763328,2024-06-03,1.0,0.656,riesgo
818074,2024-06-24,1.0,0.656,riesgo
812955,2024-06-10,1.0,0.656,riesgo
41178,2024-06-24,1.0,0.657,riesgo
41670,2024-06-03,1.0,0.657,riesgo
192920,2024-06-24,1.0,0.657,riesgo
770998,2024-06-17,1.0,0.657,riesgo
173274,2024-06-17,1.0,0.657,riesgo
187769,2024-06-24,1.0,0.657,riesgo
166841,2024-06-17,1.0,0.657,riesgo
809113,2024-06-10,1.0,0.657,riesgo
797322,2024-06-17,1.0,0.657,riesgo
797228,2024-06-10,1.0,0.657,riesgo
760503,2024-06-10,1.0,0.657,riesgo
64644,2024-06-03,1.0,0.657,riesgo
81622,2024-06-17,1.0,0.657,riesgo
186612,2024-06-24,1.0,0.657,riesgo
26854,2024-06-17,1.0,0.657,riesgo
796218,2024-06-24,1.0,0.657,riesgo
179377,2024-06-10,1.0,0.657,riesgo
164767,2024-06-03,1.0,0.657,riesgo
728976,2024-06-24,1.0,0.657,riesgo
152157,2024-06-03,1.0,0.657,riesgo
808472,2024-06-10,1.0,0.657,riesgo
817928,2024-06-10,1.0,0.657,riesgo
815173,2024-06-03,1.0,0.657,riesgo
818844,2024-06-17,1.0,0.657,riesgo
129024,2024-06-24,1.0,0.657,riesgo
171106,2024-06-17,1.0,0.657,riesgo
817204,2024-06-03,1.0,0.657,riesgo
814679,2024-06-03,1.0,0.657,riesgo
158234,2024-06-24,1.0,0.657,riesgo
814623,2024-06-10,1.0,0.657,riesgo
150736,2024-06-17,1.0,0.657,riesgo
774443,2024-06-17,1.0,0.657,riesgo
819891,2024-06-17,1.0,0.657,riesgo
19524,2024-06-03,1.0,0.657,riesgo
819055,2024-06-17,1.0,0.657,riesgo
176642,2024-06-03,1.0,0.657,riesgo
749889,2024-06-24,1.0,0.657,riesgo
818810,2024-06-10,1.0,0.657,riesgo
742550,2024-06-24,1.0,0.657,riesgo
19068,2024-06-17,1.0,0.657,riesgo
800167,2024-06-17,1.0,0.657,riesgo
183020,2024-06-24,1.0,0.658,riesgo
129051,2024-06-10,1.0,0.658,riesgo
819876,2024-06-17,1.0,0.658,riesgo
42390,2024-06-03,1.0,0.658,riesgo
819297,2024-06-24,1.0,0.658,riesgo
183363,2024-06-24,1.0,0.658,riesgo
172785,2024-06-17,1.0,0.658,riesgo
17165,2024-06-03,1.0,0.658,riesgo
807945,2024-06-17,1.0,0.658,riesgo
191586,2024-06-03,1.0,0.658,riesgo
813566,2024-06-24,1.0,0.658,riesgo
747524,2024-06-10,1.0,0.658,riesgo
799008,2024-06-10,1.0,0.658,riesgo
190536,2024-06-03,1.0,0.658,riesgo
814622,2024-06-17,1.0,0.658,riesgo
791791,2024-06-17,1.0,0.658,riesgo
7852,2024-06-24,1.0,0.658,riesgo
135530,2024-06-24,1.0,0.658,riesgo
819454,2024-06-17,1.0,0.658,riesgo
814575,2024-06-17,1.0,0.658,riesgo
819721,2024-06-24,1.0,0.658,riesgo
160222,2024-06-24,1.0,0.658,riesgo
179620,2024-06-10,1.0,0.658,riesgo
189173,2024-06-03,1.0,0.658,riesgo
135900,2024-06-24,1.0,0.658,riesgo
174542,2024-06-17,1.0,0.658,riesgo
814411,2024-06-24,1.0,0.658,riesgo
192301,2024-06-10,1.0,0.658,riesgo
173678,2024-06-24,1.0,0.658,riesgo
126032,2024-06-17,1.0,0.658,riesgo
819023,2024-06-10,1.0,0.658,riesgo
188384,2024-06-03,1.0,0.658,riesgo
171930,2024-06-24,1.0,0.658,riesgo
176687,2024-06-03,1.0,0.658,riesgo
813987,2024-06-10,1.0,0.658,riesgo
186533,2024-06-17,1.0,0.658,riesgo
804221,2024-06-24,1.0,0.658,riesgo
816151,2024-06-17,1.0,0.658,riesgo
810168,2024-06-03,1.0,0.658,riesgo
664,2024-06-03,1.0,0.658,riesgo
162458,2024-06-17,1.0,0.658,riesgo
792857,2024-06-03,1.0,0.659,riesgo
128651,2024-06-24,1.0,0.659,riesgo
192610,2024-06-24,1.0,0.659,riesgo
820144,2024-06-24,1.0,0.659,riesgo
192779,2024-06-10,1.0,0.659,riesgo
810306,2024-06-17,1.0,0.659,riesgo
794437,2024-06-24,1.0,0.659,riesgo
818611,2024-06-17,1.0,0.659,riesgo
819979,2024-06-17,1.0,0.659,riesgo
179165,2024-06-10,1.0,0.659,riesgo
189442,2024-06-10,1.0,0.659,riesgo
813486,2024-06-24,1.0,0.659,riesgo
14299,2024-06-03,1.0,0.659,riesgo
819154,2024-06-10,1.0,0.659,riesgo
191350,2024-06-03,1.0,0.659,riesgo
40159,2024-06-24,1.0,0.659,riesgo
179016,2024-06-24,1.0,0.659,riesgo
819044,2024-06-24,1.0,0.659,riesgo
161177,2024-06-24,1.0,0.659,riesgo
187769,2024-06-17,1.0,0.659,riesgo
811657,2024-06-17,1.0,0.659,riesgo
7830,2024-06-03,1.0,0.659,riesgo
810336,2024-06-24,1.0,0.659,riesgo
664,2024-06-10,1.0,0.659,riesgo
814571,2024-06-10,1.0,0.659,riesgo
172109,2024-06-10,1.0,0.659,riesgo
176641,2024-06-03,1.0,0.659,riesgo
814003,2024-06-03,1.0,0.659,riesgo
191655,2024-06-24,1.0,0.659,riesgo
164667,2024-06-17,1.0,0.659,riesgo
188296,2024-06-10,1.0,0.66,riesgo
809591,2024-06-17,1.0,0.66,riesgo
756811,2024-06-03,1.0,0.66,riesgo
819100,2024-06-24,1.0,0.66,riesgo
748096,2024-06-10,1.0,0.66,riesgo
819418,2024-06-24,1.0,0.66,riesgo
819423,2024-06-17,1.0,0.66,riesgo
164288,2024-06-10,1.0,0.66,riesgo
191722,2024-06-24,1.0,0.66,riesgo
135380,2024-06-24,1.0,0.66,riesgo
798904,2024-06-10,1.0,0.66,riesgo
170930,2024-06-24,1.0,0.66,riesgo
814153,2024-06-03,1.0,0.66,riesgo
814542,2024-06-17,1.0,0.66,riesgo
812468,2024-06-24,1.0,0.66,riesgo
813371,2024-06-17,1.0,0.66,riesgo
173359,2024-06-17,1.0,0.66,riesgo
128339,2024-06-17,1.0,0.66,riesgo
799701,2024-06-17,1.0,0.66,riesgo
170692,2024-06-17,1.0,0.66,riesgo
814703,2024-06-10,1.0,0.66,riesgo
127201,2024-06-24,1.0,0.66,riesgo
177739,2024-06-17,1.0,0.66,riesgo
808584,2024-06-10,1.0,0.66,riesgo
735970,2024-06-17,1.0,0.66,riesgo
171757,2024-06-17,1.0,0.66,riesgo
801173,2024-06-10,1.0,0.66,riesgo
173202,2024-06-10,1.0,0.66,riesgo
799892,2024-06-24,1.0,0.66,riesgo
808439,2024-06-24,1.0,0.66,riesgo
185862,2024-06-17,1.0,0.66,riesgo
13861,2024-06-17,1.0,0.66,riesgo
64094,2024-06-24,1.0,0.66,riesgo
162737,2024-06-10,1.0,0.66,riesgo
816006,2024-06-17,1.0,0.66,riesgo
781538,2024-06-24,1.0,0.66,riesgo
160884,2024-06-24,1.0,0.66,riesgo
180800,2024-06-10,1.0,0.66,riesgo
814069,2024-06-10,1.0,0.66,riesgo
814106,2024-06-17,1.0,0.66,riesgo
126645,2024-06-24,1.0,0.661,riesgo
19771,2024-06-24,1.0,0.661,riesgo
803485,2024-06-10,1.0,0.661,riesgo
818076,2024-06-17,1.0,0.661,riesgo
819288,2024-06-03,1.0,0.661,riesgo
104153,2024-06-10,1.0,0.661,riesgo
25843,2024-06-24,1.0,0.661,riesgo
192467,2024-06-17,1.0,0.661,riesgo
820015,2024-06-24,1.0,0.661,riesgo
818454,2024-06-10,1.0,0.661,riesgo
799431,2024-06-03,1.0,0.661,riesgo
180778,2024-06-03,1.0,0.661,riesgo
184324,2024-06-03,1.0,0.661,riesgo
794774,2024-06-24,1.0,0.661,riesgo
119207,2024-06-10,1.0,0.661,riesgo
190681,2024-06-17,1.0,0.661,riesgo
170764,2024-06-10,1.0,0.661,riesgo
817142,2024-06-24,1.0,0.661,riesgo
187745,2024-06-10,1.0,0.661,riesgo
819277,2024-06-24,1.0,0.661,riesgo
185752,2024-06-17,1.0,0.661,riesgo
170618,2024-06-03,1.0,0.661,riesgo
15741,2024-06-10,1.0,0.661,riesgo
84182,2024-06-24,1.0,0.661,riesgo
176007,2024-06-03,1.0,0.661,riesgo
818854,2024-06-17,1.0,0.661,riesgo
169796,2024-06-10,1.0,0.661,riesgo
177221,2024-06-24,1.0,0.661,riesgo
752442,2024-06-24,1.0,0.661,riesgo
817213,2024-06-10,1.0,0.661,riesgo
104853,2024-06-03,1.0,0.661,riesgo
161714,2024-06-24,1.0,0.661,riesgo
819125,2024-06-17,1.0,0.661,riesgo
105935,2024-06-17,1.0,0.661,riesgo
9296,2024-06-24,1.0,0.661,riesgo
193055,2024-06-10,1.0,0.661,riesgo
186528,2024-06-24,1.0,0.662,riesgo
185856,2024-06-24,1.0,0.662,riesgo
818097,2024-06-24,1.0,0.662,riesgo
818115,2024-06-24,1.0,0.662,riesgo
137434,2024-06-24,1.0,0.662,riesgo
808194,2024-06-17,1.0,0.662,riesgo
187006,2024-06-24,1.0,0.662,riesgo
800117,2024-06-10,1.0,0.662,riesgo
806090,2024-06-24,1.0,0.662,riesgo
812195,2024-06-03,1.0,0.662,riesgo
812902,2024-06-17,1.0,0.662,riesgo
730392,2024-06-17,1.0,0.662,riesgo
805465,2024-06-24,1.0,0.662,riesgo
174609,2024-06-03,1.0,0.662,riesgo
51899,2024-06-10,1.0,0.662,riesgo
814674,2024-06-24,1.0,0.662,riesgo
799555,2024-06-24,1.0,0.662,riesgo
809802,2024-06-03,1.0,0.662,riesgo
808577,2024-06-03,1.0,0.662,riesgo
812822,2024-06-03,1.0,0.662,riesgo
9899,2024-06-10,1.0,0.662,riesgo
188386,2024-06-03,1.0,0.662,riesgo
64645,2024-06-17,1.0,0.662,riesgo
190446,2024-06-24,1.0,0.662,riesgo
61853,2024-06-17,1.0,0.662,riesgo
40172,2024-06-24,1.0,0.662,riesgo
164714,2024-06-10,1.0,0.662,riesgo
9488,2024-06-17,1.0,0.662,riesgo
736058,2024-06-17,1.0,0.662,riesgo
12365,2024-06-03,1.0,0.662,riesgo
182397,2024-06-17,1.0,0.662,riesgo
11837,2024-06-03,1.0,0.662,riesgo
44389,2024-06-24,1.0,0.662,riesgo
135899,2024-06-10,1.0,0.662,riesgo
820014,2024-06-10,1.0,0.662,riesgo
820060,2024-06-17,1.0,0.662,riesgo
163878,2024-06-03,1.0,0.662,riesgo
169276,2024-06-24,1.0,0.662,riesgo
190687,2024-06-24,1.0,0.662,riesgo
185916,2024-06-17,1.0,0.662,riesgo
799335,2024-06-10,1.0,0.662,riesgo
185948,2024-06-17,1.0,0.662,riesgo
818770,2024-06-03,1.0,0.662,riesgo
798299,2024-06-03,1.0,0.663,riesgo
41638,2024-06-24,1.0,0.663,riesgo
189409,2024-06-24,1.0,0.663,riesgo
164552,2024-06-10,1.0,0.663,riesgo
818681,2024-06-10,1.0,0.663,riesgo
797200,2024-06-17,1.0,0.663,riesgo
164760,2024-06-10,1.0,0.663,riesgo
789181,2024-06-17,1.0,0.663,riesgo
729754,2024-06-10,1.0,0.663,riesgo
170388,2024-06-24,1.0,0.663,riesgo
120136,2024-06-03,1.0,0.663,riesgo
815297,2024-06-24,1.0,0.663,riesgo
183927,2024-06-03,1.0,0.663,riesgo
759171,2024-06-24,1.0,0.663,riesgo
737500,2024-06-17,1.0,0.663,riesgo
807338,2024-06-24,1.0,0.663,riesgo
110858,2024-06-24,1.0,0.663,riesgo
179664,2024-06-03,1.0,0.663,riesgo
819575,2024-06-17,1.0,0.663,riesgo
812719,2024-06-17,1.0,0.663,riesgo
9122,2024-06-17,1.0,0.663,riesgo
186630,2024-06-24,1.0,0.663,riesgo
187000,2024-06-17,1.0,0.663,riesgo
182515,2024-06-24,1.0,0.663,riesgo
188314,2024-06-17,1.0,0.663,riesgo
177741,2024-06-10,1.0,0.663,riesgo
128119,2024-06-03,1.0,0.663,riesgo
189769,2024-06-17,1.0,0.663,riesgo
814988,2024-06-17,1.0,0.663,riesgo
189298,2024-06-03,1.0,0.663,riesgo
809724,2024-06-03,1.0,0.663,riesgo
180364,2024-06-24,1.0,0.663,riesgo
181893,2024-06-10,1.0,0.663,riesgo
78494,2024-06-17,1.0,0.663,riesgo
180301,2024-06-10,1.0,0.663,riesgo
114696,2024-06-10,1.0,0.663,riesgo
796225,2024-06-24,1.0,0.663,riesgo
817156,2024-06-17,1.0,0.663,riesgo
159133,2024-06-17,1.0,0.663,riesgo
810508,2024-06-17,1.0,0.663,riesgo
810168,2024-06-10,1.0,0.663,riesgo
817246,2024-06-24,1.0,0.663,riesgo
806090,2024-06-17,1.0,0.663,riesgo
169600,2024-06-03,1.0,0.663,riesgo
185749,2024-06-24,1.0,0.663,riesgo
811662,2024-06-03,1.0,0.663,riesgo
819963,2024-06-17,1.0,0.664,riesgo
814857,2024-06-17,1.0,0.664,riesgo
819726,2024-06-24,1.0,0.664,riesgo
767620,2024-06-17,1.0,0.664,riesgo
183639,2024-06-10,1.0,0.664,riesgo
798950,2024-06-17,1.0,0.664,riesgo
172247,2024-06-10,1.0,0.664,riesgo
819185,2024-06-17,1.0,0.664,riesgo
799113,2024-06-17,1.0,0.664,riesgo
799145,2024-06-17,1.0,0.664,riesgo
700184,2024-06-10,1.0,0.664,riesgo
164344,2024-06-10,1.0,0.664,riesgo
814722,2024-06-03,1.0,0.664,riesgo
165681,2024-06-24,1.0,0.664,riesgo
814933,2024-06-17,1.0,0.664,riesgo
164614,2024-06-17,1.0,0.664,riesgo
128045,2024-06-17,1.0,0.664,riesgo
814417,2024-06-10,1.0,0.664,riesgo
190528,2024-06-17,1.0,0.664,riesgo
179152,2024-06-03,1.0,0.664,riesgo
177384,2024-06-17,1.0,0.664,riesgo
62121,2024-06-10,1.0,0.664,riesgo
193295,2024-06-24,1.0,0.664,riesgo
785160,2024-06-10,1.0,0.664,riesgo
189968,2024-06-24,1.0,0.664,riesgo
175939,2024-06-24,1.0,0.664,riesgo
167157,2024-06-24,1.0,0.664,riesgo
108189,2024-06-10,1.0,0.664,riesgo
176254,2024-06-24,1.0,0.664,riesgo
776724,2024-06-10,1.0,0.664,riesgo
12697,2024-06-10,1.0,0.664,riesgo
188286,2024-06-10,1.0,0.664,riesgo
184548,2024-06-24,1.0,0.664,riesgo
819888,2024-06-17,1.0,0.664,riesgo
12315,2024-06-17,1.0,0.664,riesgo
13028,2024-06-10,1.0,0.664,riesgo
152499,2024-06-24,1.0,0.664,riesgo
812448,2024-06-10,1.0,0.664,riesgo
795635,2024-06-10,1.0,0.664,riesgo
808136,2024-06-24,1.0,0.664,riesgo
767620,2024-06-24,1.0,0.664,riesgo
819312,2024-06-17,1.0,0.665,riesgo
788448,2024-06-10,1.0,0.665,riesgo
800047,2024-06-17,1.0,0.665,riesgo
174560,2024-06-03,1.0,0.665,riesgo
817988,2024-06-10,1.0,0.665,riesgo
36303,2024-06-10,1.0,0.665,riesgo
173665,2024-06-24,1.0,0.665,riesgo
170343,2024-06-03,1.0,0.665,riesgo
81621,2024-06-24,1.0,0.665,riesgo
167333,2024-06-10,1.0,0.665,riesgo
811908,2024-06-17,1.0,0.665,riesgo
164158,2024-06-24,1.0,0.665,riesgo
185838,2024-06-17,1.0,0.665,riesgo
797228,2024-06-24,1.0,0.665,riesgo
192300,2024-06-17,1.0,0.665,riesgo
815941,2024-06-17,1.0,0.665,riesgo
805502,2024-06-10,1.0,0.665,riesgo
815456,2024-06-17,1.0,0.665,riesgo
819586,2024-06-17,1.0,0.665,riesgo
814379,2024-06-17,1.0,0.665,riesgo
120584,2024-06-24,1.0,0.665,riesgo
819865,2024-06-10,1.0,0.665,riesgo
190284,2024-06-17,1.0,0.665,riesgo
173269,2024-06-17,1.0,0.665,riesgo
778294,2024-06-24,1.0,0.665,riesgo
137279,2024-06-17,1.0,0.665,riesgo
819456,2024-06-24,1.0,0.665,riesgo
175448,2024-06-10,1.0,0.665,riesgo
814712,2024-06-10,1.0,0.665,riesgo
803517,2024-06-24,1.0,0.665,riesgo
815028,2024-06-10,1.0,0.665,riesgo
798554,2024-06-17,1.0,0.665,riesgo
737500,2024-06-24,1.0,0.665,riesgo
790584,2024-06-17,1.0,0.665,riesgo
731285,2024-06-03,1.0,0.665,riesgo
790706,2024-06-10,1.0,0.666,riesgo
814097,2024-06-10,1.0,0.666,riesgo
792857,2024-06-10,1.0,0.666,riesgo
728393,2024-06-10,1.0,0.666,riesgo
157062,2024-06-10,1.0,0.666,riesgo
